tokenId,category,special,animal,name,powerValue1,powerValue2,powerValue3,displayValue1,displayValue2,displayValue2,presale,oldId
227,water,0,Arapaima Leptosoma,UNU#227 Arapaima Leptosoma,Self,Calm & Balance,Decency,Eye,Ying Yang,Lantern,,227
228,land,0,Lizzard,UNU#228 Lizzard,Curiosity,Wisdom,Calm & Balance,Questionmark,"Pyramid -Triangle, Book",Ying Yang,,228
229,air,0,Becuda ,UNU#229 Becuda ,Freedom,Curiosity,Calm & Balance,Wings & Fins,Questionmark,Ying Yang,,229
230,land,0,Cobra ,UNU#230 Cobra ,Wisdom,Self,Faith,"Pyramid -Triangle, Book",Eye,Ribbon,,230
231,water,0,Cod ,UNU#231 Cod ,Freedom,Curiosity,Generosity,Wings & Fins,Questionmark,World,,231
232,water,0,Shellfish ,UNU#232 Shellfish ,Self,Calm & Balance,Kindness,Eye,Ying Yang,Rose,,232
233,water,0,Dorade ,UNU#233 Dorade ,Freedom,Generosity,Kindness,Wings & Fins,World,,,233
234,land,0,Sparrow ,UNU#234 Sparrow ,Wisdom,Freedom,,"Pyramid -Triangle, Book",Wings & Fins,,,234
235,water,0,Tilapia ,UNU#235 Tilapia ,Freedom,Curiosity,Fun,Wings & Fins,Questionmark,Instrument - Note,,235
236,land,0,Panda ,UNU#236 Panda ,Love,Kindness,Calm & Balance,Heart,Rose,Ying Yang,,236
237,water,0,Giant Squid,UNU#237 Giant Squid,Strength,,,Sword - Laser - Horn,,,,237
238,land,0,Squirl,UNU#238 Squirl,Wisdom,Fun,Curiosity,"Pyramid -Triangle, Book",Instrument - Note,Questionmark,,238
239,water,0,Stingray ,UNU#239 Stingray ,Freedom,Curiosity,,Wings & Fins,Questionmark,,,239
240,land,0,Snapping Turtle ,UNU#240 Snapping Turtle ,Health,Calm & Balance,Peace,Cross,Ying Yang,Coin,,240
241,water,0,Crayfish ,UNU#241 Crayfish ,Creativity,Fun,,Brush,Instrument - Note,,,241
242,water,0,Manta Ray ,UNU#242 Manta Ray ,Wisdom,Freedom,Curiosity,"Pyramid -Triangle, Book",Wings & Fins,Questionmark,,242
243,water,0,Fulvous Whistling-Duck,UNU#243 Fulvous Whistling-Duck,Creativity,Bravery,,Brush,Armour,Laurel,,243
244,air,0,Greater White-Fronted Goose,UNU#244 Greater White-Fronted Goose,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,244
245,air,0,Emperor Goose,UNU#245 Emperor Goose,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,245
246,air,0,Snow Goose,UNU#246 Snow Goose,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,246
247,air,0,Ross's Goose,UNU#247 Ross's Goose,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,247
248,air,0,Brant,UNU#248 Brant,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,248
249,air,0,Cackling Goose,UNU#249 Cackling Goose,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,249
250,air,0,Canada Goose,UNU#250 Canada Goose,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,250
251,air,0,Tundra Swan,UNU#251 Tundra Swan,Strength,Freedom,Creativity,Sword - Laser - Horn,-,Brush,,251
252,air,0,Wood Duck,UNU#252 Wood Duck,Curiosity,Freedom,Trust,Questionmark,-,Bag,,252
253,air,0,Blue-Wings & Finsed Teal,UNU#253 Blue-Wings & Finsed Teal,Calm & Balance,Wisdom,Faith,Ying Yang,"Pyramid -Triangle, Book",Ribbon,,253
254,air,0,Cinnamon Teal,UNU#254 Cinnamon Teal,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,254
255,air,0,Northern Shoveler,UNU#255 Northern Shoveler,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,255
256,air,0,Gadwall,UNU#256 Gadwall,Curiosity,Freedom,Self,Questionmark,-,Sunglasses,,256
257,air,0,Falcated Duck,UNU#257 Falcated Duck,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,257
258,air,0,Eurasian Wigeon,UNU#258 Eurasian Wigeon,Self,Creativity,Authenticity,Eye,Brush,Bag,,258
259,air,0,American Wigeon,UNU#259 American Wigeon,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,259
260,air,0,Crested Grebe,UNU#260 Crested Grebe,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,260
261,air,0,American Black Duck,UNU#261 American Black Duck,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,261
262,air,0,Northern Pintail,UNU#262 Northern Pintail,kindness,Calm & Balance,Freedom,Rose,Ying Yang,Wings & Fins,,262
263,air,0,Green-Wings & Finsed Teal,UNU#263 Green-Wings & Finsed Teal,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,263
264,air,0,Canvasback,UNU#264 Canvasback,Freedom,Creativity,Kindness,-,Brush,Rose,,264
265,air,0,Redhead,UNU#265 Redhead,Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,265
266,air,0,Ring-Necked Duck,UNU#266 Ring-Necked Duck,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,266
267,air,0,Tufted Duck,UNU#267 Tufted Duck,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,267
268,air,0,Greater Scaup,UNU#268 Greater Scaup,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,268
269,air,0,Lesser Scaup,UNU#269 Lesser Scaup,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,269
270,air,0,Harlequin Duck,UNU#270 Harlequin Duck,Calm & Balance,Generosity,Freedom,Ying Yang,World,-,,270
271,air,0,Surf Scoter,UNU#271 Surf Scoter,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,271
272,air,0,White-Wings & Finsed Scoter,UNU#272 White-Wings & Finsed Scoter,Curiosity,Freedom,Fun,Questionmark,Wings & Fins,Instrument - Note,,272
273,air,0,Long-Tailed Duck,UNU#273 Long-Tailed Duck,Decency,Curiosity,Freedom,Lantern,Questionmark,Wings & Fins,,273
274,air,0,Bufflehead,UNU#274 Bufflehead,Fun,,,Instrument - Note,,,,274
275,air,0,Common Goldeneye,UNU#275 Common Goldeneye,Decency,Calm & Balance,Freedom,Lantern,Ying Yang,Wings & Fins,,275
276,air,0,Barrow's Goldeneye,UNU#276 Barrow's Goldeneye,Decency,Calm & Balance,Freedom,Lantern,Ying Yang,Wings & Fins,,276
277,air,0,Hooded Merganser,UNU#277 Hooded Merganser,Decency,Calm & Balance,Freedom,Lantern,Ying Yang,Wings & Fins,,277
278,air,0,Common Merganser,UNU#278 Common Merganser,Decency,Fun,Freedom,Lantern,Instrument - Note,Wings & Fins,,278
279,air,0,Red-Breasted Merganser,UNU#279 Red-Breasted Merganser,Peace,Freedom,Curiosity,Coin,Wings & Fins,Questionmark,,279
280,air,0,Ruddy Duck,UNU#280 Ruddy Duck,Decency,Calm & Balance,Freedom,Lantern,Ying Yang,Wings & Fins,,280
281,air,0,New World Quail  (Odontophoridae),UNU#281 New World Quail  (Odontophoridae),Freedom,Curiosity,,Wings & Fins,Questionmark,,,281
282,air,0,Mountain Quail,UNU#282 Mountain Quail,Freedom,Curiosity,,Wings & Fins,Questionmark,,,282
283,air,0,Scaled Quail,UNU#283 Scaled Quail,Freedom,Curiosity,,Wings & Fins,Questionmark,,,283
284,air,0,California Quail,UNU#284 California Quail,Freedom,Curiosity,,Wings & Fins,Questionmark,,,284
285,air,0,Gambel's Quail,UNU#285 Gambel's Quail,Freedom,Curiosity,,Wings & Fins,Questionmark,,,285
286,air,0,Montezuma Quail,UNU#286 Montezuma Quail,Freedom,Curiosity,,Wings & Fins,Questionmark,,,286
287,land,0,Rooster,UNU#287 Rooster,Creativity,Curiosity,Generosity,Brush,Questionmark,World,,287
288,air,0,Chukar,UNU#288 Chukar,Freedom,Curiosity,,Wings & Fins,Questionmark,,,288
289,air,0,Ring-necked Pheasant,UNU#289 Ring-necked Pheasant,Peace,Wisdom,Health,Coin,"Pyramid -Triangle, Book",Cross,,289
290,air,0,Willow Ptarmigan,UNU#290 Willow Ptarmigan,Creativity,Bravery,,Brush,Armour,Laurel,,290
291,land,0,Wild Turkey,UNU#291 Wild Turkey,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,291
292,air,1,Black-Necked Grebe (Podicipedidae),UNU#292 Black-Necked Grebe (Podicipedidae),Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,292
293,air,0,Pied-billed Grebe,UNU#293 Pied-billed Grebe,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,293
294,air,0,Horned Grebe,UNU#294 Horned Grebe,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,294
295,air,0,Red-necked Grebe,UNU#295 Red-necked Grebe,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,295
296,air,0,Eared Grebe,UNU#296 Eared Grebe,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,296
297,air,0,Western Grebe,UNU#297 Western Grebe,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,297
298,air,0,Clark's Grebe,UNU#298 Clark's Grebe,Strength,Freedom,Trust,Sword - Laser - Horn,Wings & Fins,"Lock, Moon & Star",,298
299,air,0,Zebra Dove,UNU#299 Zebra Dove,Curiosity,Freedom,Trust,Questionmark,-,Bag,,299
300,air,0,Rock Pigeon,UNU#300 Rock Pigeon,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,300
301,air,0,Band-tailed Pigeon,UNU#301 Band-tailed Pigeon,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,301
302,air,0,Eurasian Collared Dove,UNU#302 Eurasian Collared Dove,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,302
303,air,0,Inca Dove,UNU#303 Inca Dove,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,303
304,air,0,Common Ground Dove,UNU#304 Common Ground Dove,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,304
305,air,0,White-wings & Finsed Dove,UNU#305 White-wings & Finsed Dove,Self,Creativity,Authenticity,Eye,Brush,Bag,,305
306,air,0,Mourning Dove,UNU#306 Mourning Dove,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,306
307,air,0,Fiery Throated Hummingbird,UNU#307 Fiery Throated Hummingbird,Love,Creativity,Calm & Balance,Heart,Brush,Ying Yang,,307
308,air,0,Yellow-billed Cuckoo,UNU#308 Yellow-billed Cuckoo,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,308
309,air,0,Greater Roadrunner,UNU#309 Greater Roadrunner,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,309
310,air,0,Goatsuckers  (Nightjar),UNU#310 Goatsuckers  (Nightjar),Health,Freedom,Self,Cross,-,Eye,,310
311,air,0,Common Nighthawk,UNU#311 Common Nighthawk,Freedom,Creativity,Kindness,-,Brush,Rose,,311
312,air,0,White-collared Swift (Apodidae),UNU#312 White-collared Swift (Apodidae),Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,312
313,air,0,Vaux's Swift,UNU#313 Vaux's Swift,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,313
314,air,0,White-throated Swift,UNU#314 White-throated Swift,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,314
315,air,0,Lesser Nighthawk,UNU#315 Lesser Nighthawk,Self,Calm & Balance,Wisdom,Eye,Ying Yang,"Pyramid -Triangle, Book",,315
316,air,0,Rivoli's Hummingbird,UNU#316 Rivoli's Hummingbird,Peace,Kindness,Freedom,Coin,Rose,-,,316
317,air,0,Plain-capped Starthroat,UNU#317 Plain-capped Starthroat,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,317
318,air,0,Blue-throated Hummingbird,UNU#318 Blue-throated Hummingbird,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,318
319,air,0,Lucifer Hummingbird,UNU#319 Lucifer Hummingbird,Creativity,Bravery,,Brush,Armour,Laurel,,319
320,air,0,Black-chinned Hummingbird,UNU#320 Black-chinned Hummingbird,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,320
321,air,0,Anna's Hummingbird,UNU#321 Anna's Hummingbird,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,321
322,air,0,Sword-billed Hummingbird,UNU#322 Sword-billed Hummingbird,Strength,Decency,Grace & Beauty,Sword - Laser - Horn,Lantern,Drop,,322
323,air,0,Broad-tailed Hummingbird,UNU#323 Broad-tailed Hummingbird,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,323
324,air,0,Booted Racket-tail Hummingbird,UNU#324 Booted Racket-tail Hummingbird,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,324
325,air,0,Allen's Hummingbird,UNU#325 Allen's Hummingbird,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,325
326,air,0,Calliope Hummingbird,UNU#326 Calliope Hummingbird,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,326
327,air,0,Broad-billed Hummingbird,UNU#327 Broad-billed Hummingbird,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,327
328,air,0,Violet-crown-headed Hummingbird,UNU#328 Violet-crown-headed Hummingbird,Curiosity,Freedom,Trust,Questionmark,-,Bag,,328
329,air,0,White-eared Hummingbird,UNU#329 White-eared Hummingbird,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,329
330,air,0,Alcedo Kingfisher,UNU#330 Alcedo Kingfisher,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,330
331,air,0,California Black Rail,UNU#331 California Black Rail,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,331
332,air,0,Ridgway's Rail,UNU#332 Ridgway's Rail,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,332
333,air,0,King Rail,UNU#333 King Rail,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,333
334,air,0,Virginia Rail,UNU#334 Virginia Rail,Self,peace,Authenticity,Eye,Coin,Bag,,334
335,air,0,Sora,UNU#335 Sora,Calm & Balance,Faith,Clarity,Ying Yang,Ribbon,Diamond - Lotus,,335
336,air,0,Purple Gallinule,UNU#336 Purple Gallinule,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,336
337,air,1,Common Gallinule,UNU#337 Common Gallinule,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,337
338,air,0,Eurasian Coot,UNU#338 Eurasian Coot,Fun,Calm & Balance,Trust,Instrument - Note,Ying Yang,"Lock, Moon & Star",,338
339,air,0,Trumpeter swan,UNU#339 Trumpeter swan,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,339
340,air,0,Limpkin (Aramidae),UNU#340 Limpkin (Aramidae),Freedom,Creativity,Kindness,-,Brush,Rose,,340
341,air,0,Palawan Peacock-pheasant,UNU#341 Palawan Peacock-pheasant,Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,341
342,air,0,Sandhill Crane,UNU#342 Sandhill Crane,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,342
343,air,0,Black Stilt (Kaki),UNU#343 Black Stilt (Kaki),Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,343
344,air,0,Black-necked Stilt,UNU#344 Black-necked Stilt,Kindness,Clarity,,Rose,"Diamond - Lotus, Lotus",,,344
345,air,0,American Avocet,UNU#345 American Avocet,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,345
346,air,0,Oystercatchers (Haematopodidae),UNU#346 Oystercatchers (Haematopodidae),Calm & Balance,Trust,Strength,Ying Yang,"Lock, Moon & Star",Sword - Laser - Horn,,346
347,air,0,Black Oystercatcher,UNU#347 Black Oystercatcher,Calm & Balance,Faith,Strength,Ying Yang,Ribbon,Sword - Laser - Horn,,347
348,land,0,Fennec Fox,UNU#348 Fennec Fox,Creativity,Bravery,Authenticity,Brush,Armour,Laurel,,348
349,air,0,Black-bellied Plover,UNU#349 Black-bellied Plover,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,349
350,air,0,American Golden-Plover,UNU#350 American Golden-Plover,Calm & Balance,Faith,Self,Ying Yang,Ribbon,Eye,,350
351,air,0,Pacific Golden-Plover,UNU#351 Pacific Golden-Plover,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,351
352,air,0,Eurasian Dotterel,UNU#352 Eurasian Dotterel,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,352
353,air,0,Killdeer,UNU#353 Killdeer,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,353
354,air,0,Semipalmated Plover,UNU#354 Semipalmated Plover,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,354
355,air,0,Piping Plover,UNU#355 Piping Plover,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,355
356,air,0,Greater Sand-Plover,UNU#356 Greater Sand-Plover,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,356
357,air,0,Wilson's Plover,UNU#357 Wilson's Plover,Curiosity,Freedom,Trust,Questionmark,-,Bag,,357
358,air,0,Mountain Plover,UNU#358 Mountain Plover,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,358
359,air,0,Western Snowy Plover,UNU#359 Western Snowy Plover,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,359
360,land,0,Land Hermit Crab,UNU#360 Land Hermit Crab,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,360
361,air,0,Whimbrel,UNU#361 Whimbrel,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,361
362,air,0,Long-billed Curlew,UNU#362 Long-billed Curlew,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,362
363,air,0,Bar-tailed Godwit,UNU#363 Bar-tailed Godwit,Self,Creativity,Authenticity,Eye,Brush,Bag,,363
364,air,0,Hudsonian Godwit,UNU#364 Hudsonian Godwit,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,364
365,air,0,Marbled Godwit,UNU#365 Marbled Godwit,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,365
366,air,0,Ruddy Turnstone,UNU#366 Ruddy Turnstone,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,366
367,air,0,Black Turnstone,UNU#367 Black Turnstone,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,367
368,air,0,Red Knot,UNU#368 Red Knot,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,368
369,air,0,Surfbird,UNU#369 Surfbird,Freedom,Creativity,Kindness,-,Brush,Rose,,369
370,air,0,Ruff,UNU#370 Ruff,Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,370
371,air,0,Sharp-tailed Sandpiper,UNU#371 Sharp-tailed Sandpiper,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,371
372,air,0,Stilt Sandpiper,UNU#372 Stilt Sandpiper,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,372
373,air,0,Long-toed Stint,UNU#373 Long-toed Stint,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,373
374,air,0,Sanderling,UNU#374 Sanderling,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,374
375,air,0,Dunlin,UNU#375 Dunlin,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,375
376,air,0,Rock Sandpiper,UNU#376 Rock Sandpiper,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,376
377,air,0,Baird's Sandpiper,UNU#377 Baird's Sandpiper,Creativity,Bravery,,Brush,Armour,Laurel,,377
378,air,0,Least Sandpiper,UNU#378 Least Sandpiper,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,378
379,air,0,White-rumped Sandpiper,UNU#379 White-rumped Sandpiper,Generosity,Bravery,,World,Armour,Questionmark,,379
380,air,0,Buff-breasted Sandpiper,UNU#380 Buff-breasted Sandpiper,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,380
381,air,0,Pectoral Sandpiper,UNU#381 Pectoral Sandpiper,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,381
382,air,0,Semipalmated Sandpiper,UNU#382 Semipalmated Sandpiper,Creativity,Wisdom,Authenticity,Brush,"Pyramid -Triangle, Book",Bag,,382
383,air,0,Western Sandpiper,UNU#383 Western Sandpiper,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,383
384,air,0,Short-billed Dowitcher,UNU#384 Short-billed Dowitcher,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,384
385,air,0,Long-billed Dowitcher,UNU#385 Long-billed Dowitcher,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,385
386,air,0,Wilson's Snipe,UNU#386 Wilson's Snipe,Curiosity,Freedom,Trust,Questionmark,-,Bag,,386
387,air,0,Spotted Sandpiper,UNU#387 Spotted Sandpiper,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,387
388,air,0,Solitary Sandpiper,UNU#388 Solitary Sandpiper,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,388
389,air,0,Wandering Tattler,UNU#389 Wandering Tattler,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,389
390,air,0,Lesser Yellowlegs,UNU#390 Lesser Yellowlegs,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,390
391,air,0,Willet,UNU#391 Willet,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,391
392,air,0,Greater Yellowlegs,UNU#392 Greater Yellowlegs,Self,Creativity,Authenticity,Eye,Brush,Bag,,392
393,air,0,Wilson's Phalarope,UNU#393 Wilson's Phalarope,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,393
394,air,0,Red-necked Phalarope,UNU#394 Red-necked Phalarope,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,394
395,air,0,Red Phalarope,UNU#395 Red Phalarope,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,395
396,air,0,Brown Skua,UNU#396 Brown Skua,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,396
397,air,0,Great Skua,UNU#397 Great Skua,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,397
398,air,0,South Polar Skua,UNU#398 South Polar Skua,Freedom,Creativity,Strength,-,Brush,Horn,,398
399,air,0,Pomarine Jaeger,UNU#399 Pomarine Jaeger,Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,399
400,air,0,Parasitic Jaeger,UNU#400 Parasitic Jaeger,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,400
401,air,0,Long-tailed Jaeger,UNU#401 Long-tailed Jaeger,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,401
402,air,1,Blue-footed Booby (Sulidae),UNU#402 Blue-footed Booby (Sulidae),Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,402
403,air,0,Common Murre,UNU#403 Common Murre,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,403
404,air,0,Razorbill,UNU#404 Razorbill,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,404
405,air,0,Pigeon Guillemot,UNU#405 Pigeon Guillemot,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,405
406,air,0,Marbled Murrelet,UNU#406 Marbled Murrelet,Creativity,Bravery,,Brush,Armour,Laurel,,406
407,air,0,Scripps's Murrelet,UNU#407 Scripps's Murrelet,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,407
408,air,0,Cassin's Auklet,UNU#408 Cassin's Auklet,Generosity,Bravery,,World,Armour,Questionmark,,408
409,air,0,Parakeet Auklet,UNU#409 Parakeet Auklet,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,409
410,air,0,Least Auklet,UNU#410 Least Auklet,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,410
411,air,0,Crested Auklet,UNU#411 Crested Auklet,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,411
412,air,0,Rhinoceros Auklet,UNU#412 Rhinoceros Auklet,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,412
413,air,0,Atlantic Puffin,UNU#413 Atlantic Puffin,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,413
414,air,0,Horned Puffin,UNU#414 Horned Puffin,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,414
415,air,0,Tufted Puffin,UNU#415 Tufted Puffin,Curiosity,Freedom,Trust,Questionmark,-,Bag,,415
416,air,0,Sea Gull (Laridae),UNU#416 Sea Gull (Laridae),Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,416
417,air,0,Swallow-tailed Gull,UNU#417 Swallow-tailed Gull,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,417
418,air,0,Black-legged Kittiwake,UNU#418 Black-legged Kittiwake,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,418
419,air,0,Sabine's Gull,UNU#419 Sabine's Gull,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,419
420,air,0,Bonaparte's Gull,UNU#420 Bonaparte's Gull,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,420
421,air,0,Little Gull,UNU#421 Little Gull,Self,Creativity,Authenticity,Eye,Brush,Bag,,421
422,air,0,Laughing Gull,UNU#422 Laughing Gull,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,422
423,air,0,Ross's Gull,UNU#423 Ross's Gull,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,423
424,air,0,Franklin's Gull,UNU#424 Franklin's Gull,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,424
425,air,0,Heermann's Gull,UNU#425 Heermann's Gull,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,425
